FIPS code,State Abbreviation,State Name,County,Weekly Cases,Weekly Deaths,Tests performed 7-day rolling average,7-day Percent Positivity,New Admissions Confirmed COVID-19 per 100000 Population Last 7 Days,Percentage of staffed adult inpatient beds used by confirmed COVID-19 patients over a trailing 7 day period,Percentage of staffed adult ICU beds used by confirmed COVID-19 patients over a trailing 7 day period,Date,Report date window start,Report date window end,Health Service Area Number
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/1/22,2020/1/16,2020/1/22,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/1/23,2020/1/17,2020/1/23,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/1/24,2020/1/18,2020/1/24,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/1/25,2020/1/19,2020/1/25,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/1/26,2020/1/20,2020/1/26,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/1/27,2020/1/21,2020/1/27,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/1/28,2020/1/22,2020/1/28,824
6037,CA,California,Los Angeles County,1,0,0,N/A,0,0,0,2020/1/29,2020/1/23,2020/1/29,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/1/30,2020/1/24,2020/1/30,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/1/31,2020/1/25,2020/1/31,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/1,2020/1/26,2020/2/1,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/2,2020/1/27,2020/2/2,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/3,2020/1/28,2020/2/3,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/4,2020/1/29,2020/2/4,824
6037,CA,California,Los Angeles County,1,0,0,N/A,0,0,0,2020/2/5,2020/1/30,2020/2/5,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/6,2020/1/31,2020/2/6,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/7,2020/2/1,2020/2/7,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/8,2020/2/2,2020/2/8,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/9,2020/2/3,2020/2/9,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/10,2020/2/4,2020/2/10,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/11,2020/2/5,2020/2/11,824
6037,CA,California,Los Angeles County,5,0,0,N/A,0,0,0,2020/2/12,2020/2/6,2020/2/12,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/13,2020/2/7,2020/2/13,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/14,2020/2/8,2020/2/14,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/15,2020/2/9,2020/2/15,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/16,2020/2/10,2020/2/16,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/17,2020/2/11,2020/2/17,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/18,2020/2/12,2020/2/18,824
6037,CA,California,Los Angeles County,3,0,0,N/A,0,0,0,2020/2/19,2020/2/13,2020/2/19,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/20,2020/2/14,2020/2/20,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/21,2020/2/15,2020/2/21,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/22,2020/2/16,2020/2/22,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/23,2020/2/17,2020/2/23,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/24,2020/2/18,2020/2/24,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/25,2020/2/19,2020/2/25,824
6037,CA,California,Los Angeles County,1,0,0,N/A,0,0,0,2020/2/26,2020/2/20,2020/2/26,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/27,2020/2/21,2020/2/27,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/28,2020/2/22,2020/2/28,824
6037,CA,California,Los Angeles County,0,0,0,N/A,0,0,0,2020/2/29,2020/2/23,2020/2/29,824
6037,CA,California,Los Angeles County,0,0,7,N/A,0,0,0,2020/3/1,2020/2/24,2020/3/1,824
6037,CA,California,Los Angeles County,0,0,8.5,23.53,0,0,0,2020/3/2,2020/2/25,2020/3/2,824
6037,CA,California,Los Angeles County,0,0,6.33,31.58,0,0,0,2020/3/3,2020/2/26,2020/3/3,824
6037,CA,California,Los Angeles County,6,0,6.5,38.46,0,0,0,2020/3/4,2020/2/27,2020/3/4,824
6037,CA,California,Los Angeles County,0,0,6.4,37.5,0,0,0,2020/3/5,2020/2/28,2020/3/5,824
6037,CA,California,Los Angeles County,0,0,7.67,28.26,0,0,0,2020/3/6,2020/2/29,2020/3/6,824
6037,CA,California,Los Angeles County,0,0,8,23.21,0,0,0,2020/3/7,2020/3/1,2020/3/7,824
6037,CA,California,Los Angeles County,0,0,8.71,24.59,0,0,0,2020/3/8,2020/3/2,2020/3/8,824
6037,CA,California,Los Angeles County,0,0,7.71,20.37,0,0,0,2020/3/9,2020/3/3,2020/3/9,824
6037,CA,California,Los Angeles County,0,0,10.43,15.07,0,0,0,2020/3/10,2020/3/4,2020/3/10,824
6037,CA,California,Los Angeles County,15,0,18.29,9.38,0,0,0,2020/3/11,2020/3/5,2020/3/11,824
6037,CA,California,Los Angeles County,0,0,26.43,7.03,0,0,0,2020/3/12,2020/3/6,2020/3/12,824
6037,CA,California,Los Angeles County,0,0,42.71,7.36,0,0,0,2020/3/13,2020/3/7,2020/3/13,824
6037,CA,California,Los Angeles County,0,0,62.71,9.34,0,0,0,2020/3/14,2020/3/8,2020/3/14,824
6037,CA,California,Los Angeles County,0,0,104.57,11.89,0,0,0,2020/3/15,2020/3/9,2020/3/15,824
6037,CA,California,Los Angeles County,0,0,142.71,10.81,0,0,0,2020/3/16,2020/3/10,2020/3/16,824
6037,CA,California,Los Angeles County,0,0,201.86,10.54,0,0,0,2020/3/17,2020/3/11,2020/3/17,824
6037,CA,California,Los Angeles County,27,0,241.43,10.36,0,0,0,2020/3/18,2020/3/12,2020/3/18,824
6037,CA,California,Los Angeles County,0,0,322.29,10.95,0,0,0,2020/3/19,2020/3/13,2020/3/19,824
6037,CA,California,Los Angeles County,0,0,433,11.18,0,0,0,2020/3/20,2020/3/14,2020/3/20,824
6037,CA,California,Los Angeles County,0,0,539.43,12.26,0,0,0,2020/3/21,2020/3/15,2020/3/21,824
6037,CA,California,Los Angeles County,0,0,713.57,13.01,0,0,0,2020/3/22,2020/3/16,2020/3/22,824
6037,CA,California,Los Angeles County,0,0,833.43,13.16,0,0,0,2020/3/23,2020/3/17,2020/3/23,824
6037,CA,California,Los Angeles County,0,0,1001,13.26,0,0,0,2020/3/24,2020/3/18,2020/3/24,824
6037,CA,California,Los Angeles County,679,10,1211.43,13.68,0,0,0,2020/3/25,2020/3/19,2020/3/25,824
6037,CA,California,Los Angeles County,0,0,1415.86,14.03,0,0,0,2020/3/26,2020/3/20,2020/3/26,824
6037,CA,California,Los Angeles County,0,0,1571.14,14.61,0,0,0,2020/3/27,2020/3/21,2020/3/27,824
6037,CA,California,Los Angeles County,0,0,1748,14.94,0,0,0,2020/3/28,2020/3/22,2020/3/28,824
6037,CA,California,Los Angeles County,0,0,1791.43,15.45,0,0,0,2020/3/29,2020/3/23,2020/3/29,824
6037,CA,California,Los Angeles County,0,0,1902,15.68,0,0,0,2020/3/30,2020/3/24,2020/3/30,824
6037,CA,California,Los Angeles County,0,0,1967,16.54,0,0,0,2020/3/31,2020/3/25,2020/3/31,824
6037,CA,California,Los Angeles County,2277,43,2111.71,17.12,0,0,0,2020/4/1,2020/3/26,2020/4/1,824
6037,CA,California,Los Angeles County,0,0,2285.57,17.66,0,0,0,2020/4/2,2020/3/27,2020/4/2,824
6037,CA,California,Los Angeles County,0,0,2440.86,17.7,0,0,0,2020/4/3,2020/3/28,2020/4/3,824
6037,CA,California,Los Angeles County,0,0,2460.71,17.76,0,0,0,2020/4/4,2020/3/29,2020/4/4,824
6037,CA,California,Los Angeles County,0,0,2517.86,17.38,0,0,0,2020/4/5,2020/3/30,2020/4/5,824
6037,CA,California,Los Angeles County,0,0,2546.29,17.56,0,0,0,2020/4/6,2020/3/31,2020/4/6,824
6037,CA,California,Los Angeles County,0,0,4583.29,12.7,0,0,0,2020/4/7,2020/4/1,2020/4/7,824
6037,CA,California,Los Angeles County,3884,117,4684.43,12.84,0,0,0,2020/4/8,2020/4/2,2020/4/8,824
6037,CA,California,Los Angeles County,0,0,4647,12.58,0,0,0,2020/4/9,2020/4/3,2020/4/9,824
6037,CA,California,Los Angeles County,0,0,4798.71,13.28,0,0,0,2020/4/10,2020/4/4,2020/4/10,824
6037,CA,California,Los Angeles County,0,0,4988.14,13.09,0,0,0,2020/4/11,2020/4/5,2020/4/11,824
6037,CA,California,Los Angeles County,0,0,5034,13.07,0,0,0,2020/4/12,2020/4/6,2020/4/12,824
6037,CA,California,Los Angeles County,0,0,5073.43,12.93,0,0,0,2020/4/13,2020/4/7,2020/4/13,824
6037,CA,California,Los Angeles County,0,0,4544.29,13.87,0,0,0,2020/4/14,2020/4/8,2020/4/14,824
6037,CA,California,Los Angeles County,3064,187,4616.14,13.62,0,0,0,2020/4/15,2020/4/9,2020/4/15,824
6037,CA,California,Los Angeles County,0,0,5031.29,13.82,0,0,0,2020/4/16,2020/4/10,2020/4/16,824
6037,CA,California,Los Angeles County,0,0,5241.57,12.67,0,0,0,2020/4/17,2020/4/11,2020/4/17,824
6037,CA,California,Los Angeles County,0,0,5723,11.94,0,0,0,2020/4/18,2020/4/12,2020/4/18,824
6037,CA,California,Los Angeles County,0,0,6629.86,11.28,0,0,0,2020/4/19,2020/4/13,2020/4/19,824
6037,CA,California,Los Angeles County,0,0,7086.71,10.75,0,0,0,2020/4/20,2020/4/14,2020/4/20,824
6037,CA,California,Los Angeles County,0,0,6248,10.81,0,0,0,2020/4/21,2020/4/15,2020/4/21,824
6037,CA,California,Los Angeles County,5150,293,7070.57,10.15,0,0,0,2020/4/22,2020/4/16,2020/4/22,824
6037,CA,California,Los Angeles County,0,0,7244.71,9.54,0,0,0,2020/4/23,2020/4/17,2020/4/23,824
6037,CA,California,Los Angeles County,0,0,7950.57,9.09,0,0,0,2020/4/24,2020/4/18,2020/4/24,824
6037,CA,California,Los Angeles County,0,0,8189.71,9.67,0,0,0,2020/4/25,2020/4/19,2020/4/25,824
6037,CA,California,Los Angeles County,0,0,7440.71,10.05,0,0,0,2020/4/26,2020/4/20,2020/4/26,824
6037,CA,California,Los Angeles County,0,0,7604.14,10.25,0,0,0,2020/4/27,2020/4/21,2020/4/27,824
6037,CA,California,Los Angeles County,0,0,8166.57,9.82,0,0,0,2020/4/28,2020/4/22,2020/4/28,824
6037,CA,California,Los Angeles County,5934,334,8227.86,9.38,0,0,0,2020/4/29,2020/4/23,2020/4/29,824
6037,CA,California,Los Angeles County,0,0,9475.29,8.55,0,0,0,2020/4/30,2020/4/24,2020/4/30,824
6037,CA,California,Los Angeles County,0,0,10016.71,7.91,0,0,0,2020/5/1,2020/4/25,2020/5/1,824
6037,CA,California,Los Angeles County,0,0,10648.86,6.9,0,0,0,2020/5/2,2020/4/26,2020/5/2,824
6037,CA,California,Los Angeles County,0,0,11669,6.36,0,0,0,2020/5/3,2020/4/27,2020/5/3,824
6037,CA,California,Los Angeles County,0,0,12806.86,5.66,0,0,0,2020/5/4,2020/4/28,2020/5/4,824
6037,CA,California,Los Angeles County,0,0,13574.29,5.27,0,0,0,2020/5/5,2020/4/29,2020/5/5,824
6037,CA,California,Los Angeles County,6839,305,14443.71,4.9,0,0,0,2020/5/6,2020/4/30,2020/5/6,824
6037,CA,California,Los Angeles County,0,0,14611,4.57,0,0,0,2020/5/7,2020/5/1,2020/5/7,824
6037,CA,California,Los Angeles County,0,0,14413.14,4.37,0,0,0,2020/5/8,2020/5/2,2020/5/8,824
6037,CA,California,Los Angeles County,0,0,15003,4.11,0,0,0,2020/5/9,2020/5/3,2020/5/9,824
6037,CA,California,Los Angeles County,0,0,15318.43,3.95,0,0,0,2020/5/10,2020/5/4,2020/5/10,824
6037,CA,California,Los Angeles County,0,0,15861.86,3.99,0,0,0,2020/5/11,2020/5/5,2020/5/11,824
6037,CA,California,Los Angeles County,0,0,15056,4.04,0,0,0,2020/5/12,2020/5/6,2020/5/12,824
6037,CA,California,Los Angeles County,5414,312,15197.71,4.07,0,0,0,2020/5/13,2020/5/7,2020/5/13,824
6037,CA,California,Los Angeles County,0,0,15380.57,4.04,0,0,0,2020/5/14,2020/5/8,2020/5/14,824
6037,CA,California,Los Angeles County,0,0,16901.71,4.14,0,0,0,2020/5/15,2020/5/9,2020/5/15,824
6037,CA,California,Los Angeles County,0,0,16815.86,4.21,0,0,0,2020/5/16,2020/5/10,2020/5/16,824
6037,CA,California,Los Angeles County,0,0,16969.71,6.5,0,0,0,2020/5/17,2020/5/11,2020/5/17,824
6037,CA,California,Los Angeles County,0,0,16124.71,7.15,0,0,0,2020/5/18,2020/5/12,2020/5/18,824
6037,CA,California,Los Angeles County,0,0,17219.71,6.84,0,0,0,2020/5/19,2020/5/13,2020/5/19,824
6037,CA,California,Los Angeles County,6390,305,17551.71,7.28,0,0,0,2020/5/20,2020/5/14,2020/5/20,824
6037,CA,California,Los Angeles County,0,0,18648.86,7.01,0,0,0,2020/5/21,2020/5/15,2020/5/21,824
6037,CA,California,Los Angeles County,0,0,20074.43,6.5,0,0,0,2020/5/22,2020/5/16,2020/5/22,824
6037,CA,California,Los Angeles County,0,0,20938.29,6.43,0,0,0,2020/5/23,2020/5/17,2020/5/23,824
6037,CA,California,Los Angeles County,0,0,21935.29,4.72,0,0,0,2020/5/24,2020/5/18,2020/5/24,824
6037,CA,California,Los Angeles County,0,0,23177.43,4.37,0,0,0,2020/5/25,2020/5/19,2020/5/25,824
6037,CA,California,Los Angeles County,0,0,24269.57,4.57,0,0,0,2020/5/26,2020/5/20,2020/5/26,824
6037,CA,California,Los Angeles County,8090,215,24882.43,4.34,0,0,0,2020/5/27,2020/5/21,2020/5/27,824
6037,CA,California,Los Angeles County,0,0,25007,4.63,0,0,0,2020/5/28,2020/5/22,2020/5/28,824
6037,CA,California,Los Angeles County,0,0,24080.14,5.02,0,0,0,2020/5/29,2020/5/23,2020/5/29,824
6037,CA,California,Los Angeles County,0,0,24187.14,5.1,0,0,0,2020/5/30,2020/5/24,2020/5/30,824
6037,CA,California,Los Angeles County,0,0,24005.71,5.27,0,0,0,2020/5/31,2020/5/25,2020/5/31,824
6037,CA,California,Los Angeles County,0,0,24078.86,5.42,0,0,0,2020/6/1,2020/5/26,2020/6/1,824
6037,CA,California,Los Angeles County,0,0,22930.14,5.46,0,0,0,2020/6/2,2020/5/27,2020/6/2,824
6037,CA,California,Los Angeles County,9384,309,22415.57,5.57,0,0,0,2020/6/3,2020/5/28,2020/6/3,824
6037,CA,California,Los Angeles County,0,0,21611.57,5.54,0,0,0,2020/6/4,2020/5/29,2020/6/4,824
6037,CA,California,Los Angeles County,0,0,20797.29,5.62,0,0,0,2020/6/5,2020/5/30,2020/6/5,824
6037,CA,California,Los Angeles County,0,0,20934.57,5.77,0,0,0,2020/6/6,2020/5/31,2020/6/6,824
6037,CA,California,Los Angeles County,0,0,20854,5.52,0,0,0,2020/6/7,2020/6/1,2020/6/7,824
6037,CA,California,Los Angeles County,0,0,20346.43,5.49,0,0,0,2020/6/8,2020/6/2,2020/6/8,824
6037,CA,California,Los Angeles County,0,0,21104.43,5.38,0,0,0,2020/6/9,2020/6/3,2020/6/9,824
6037,CA,California,Los Angeles County,8683,262,22179,5.3,0,0,0,2020/6/10,2020/6/4,2020/6/10,824
6037,CA,California,Los Angeles County,0,0,22904.43,5.21,0,0,0,2020/6/11,2020/6/5,2020/6/11,824
6037,CA,California,Los Angeles County,0,0,22959.43,5.23,0,0,0,2020/6/12,2020/6/6,2020/6/12,824
6037,CA,California,Los Angeles County,0,0,22636.14,5.26,0,0,0,2020/6/13,2020/6/7,2020/6/13,824
6037,CA,California,Los Angeles County,0,0,22558.57,5.47,0,0,0,2020/6/14,2020/6/8,2020/6/14,824
6037,CA,California,Los Angeles County,0,0,22630.43,5.54,0,0,0,2020/6/15,2020/6/9,2020/6/15,824
6037,CA,California,Los Angeles County,0,0,22688.14,5.75,0,0,0,2020/6/16,2020/6/10,2020/6/16,824
6037,CA,California,Los Angeles County,9225,250,22278.29,6,0,0,0,2020/6/17,2020/6/11,2020/6/17,824
6037,CA,California,Los Angeles County,0,0,22038.71,6.52,0,0,0,2020/6/18,2020/6/12,2020/6/18,824
6037,CA,California,Los Angeles County,0,0,22168.86,6.94,0,0,0,2020/6/19,2020/6/13,2020/6/19,824
6037,CA,California,Los Angeles County,0,0,21685.57,7.26,0,0,0,2020/6/20,2020/6/14,2020/6/20,824
6037,CA,California,Los Angeles County,0,0,21982.57,7.48,0,0,0,2020/6/21,2020/6/15,2020/6/21,824
6037,CA,California,Los Angeles County,0,0,21634.57,7.81,0,0,0,2020/6/22,2020/6/16,2020/6/22,824
6037,CA,California,Los Angeles County,0,0,21831.43,8,0,0,0,2020/6/23,2020/6/17,2020/6/23,824
6037,CA,California,Los Angeles County,13386,210,22426.14,8.15,0,0,0,2020/6/24,2020/6/18,2020/6/24,824
6037,CA,California,Los Angeles County,0,0,22884.14,8.05,0,0,0,2020/6/25,2020/6/19,2020/6/25,824
6037,CA,California,Los Angeles County,0,0,24031.71,8.11,0,0,0,2020/6/26,2020/6/20,2020/6/26,824
6037,CA,California,Los Angeles County,0,0,26254.57,8.1,0,0,0,2020/6/27,2020/6/21,2020/6/27,824
6037,CA,California,Los Angeles County,0,0,26793.57,8.07,0,0,0,2020/6/28,2020/6/22,2020/6/28,824
6037,CA,California,Los Angeles County,0,0,27821.29,7.98,0,0,0,2020/6/29,2020/6/23,2020/6/29,824
6037,CA,California,Los Angeles County,0,0,28963,7.9,0,0,0,2020/6/30,2020/6/24,2020/6/30,824
6037,CA,California,Los Angeles County,15221,226,29384,7.91,0,0,0,2020/7/1,2020/6/25,2020/7/1,824
6037,CA,California,Los Angeles County,0,0,30333.86,7.95,0,0,0,2020/7/2,2020/6/26,2020/7/2,824
6037,CA,California,Los Angeles County,0,0,29671.71,7.91,0,0,0,2020/7/3,2020/6/27,2020/7/3,824
6037,CA,California,Los Angeles County,0,0,28186.43,7.95,0,0,0,2020/7/4,2020/6/28,2020/7/4,824
6037,CA,California,Los Angeles County,0,0,27216.71,8.08,0,0,0,2020/7/5,2020/6/29,2020/7/5,824
6037,CA,California,Los Angeles County,0,0,26684.71,8.15,0,0,0,2020/7/6,2020/6/30,2020/7/6,824
6037,CA,California,Los Angeles County,0,0,25283.71,8.29,0,0,0,2020/7/7,2020/7/1,2020/7/7,824
6037,CA,California,Los Angeles County,17456,210,24337.14,8.37,0,0,0,2020/7/8,2020/7/2,2020/7/8,824
6037,CA,California,Los Angeles County,0,0,24507.29,8.35,0,0,0,2020/7/9,2020/7/3,2020/7/9,824
6037,CA,California,Los Angeles County,0,0,26460.43,8.2,0,0,0,2020/7/10,2020/7/4,2020/7/10,824
6037,CA,California,Los Angeles County,0,0,28252.57,8.12,0,0,0,2020/7/11,2020/7/5,2020/7/11,824
6037,CA,California,Los Angeles County,0,0,29444.14,8.01,0,0,0,2020/7/12,2020/7/6,2020/7/12,824
6037,CA,California,Los Angeles County,0,0,32635.14,7.89,0,0,0,2020/7/13,2020/7/7,2020/7/13,824
6037,CA,California,Los Angeles County,0,0,34655.86,7.9,0,0,0,2020/7/14,2020/7/8,2020/7/14,824
6037,CA,California,Los Angeles County,19724,312,36274.57,7.8,1.5,0.7,25.8,2020/7/15,2020/7/9,2020/7/15,824
6037,CA,California,Los Angeles County,0,0,36184.29,7.86,2.9,1.5,24.4,2020/7/16,2020/7/10,2020/7/16,824
6037,CA,California,Los Angeles County,0,0,35554.71,7.79,4.2,2.3,23.8,2020/7/17,2020/7/11,2020/7/17,824
6037,CA,California,Los Angeles County,0,0,34958.29,7.74,5.3,3.1,24.1,2020/7/18,2020/7/12,2020/7/18,824
6037,CA,California,Los Angeles County,0,0,36306,7.6,6.6,4,23.8,2020/7/19,2020/7/13,2020/7/19,824
6037,CA,California,Los Angeles County,0,0,35789.86,7.54,7.8,8.7,23.8,2020/7/20,2020/7/14,2020/7/20,824
6037,CA,California,Los Angeles County,0,0,37664.57,7.11,9.1,11.6,23.9,2020/7/21,2020/7/15,2020/7/21,824
6037,CA,California,Los Angeles County,21713,259,45344.86,6.13,8.6,11.6,25.2,2020/7/22,2020/7/16,2020/7/22,824
6037,CA,California,Los Angeles County,0,0,46646.29,5.85,9.2,12.1,25.8,2020/7/23,2020/7/17,2020/7/23,824
6037,CA,California,Los Angeles County,0,0,48195,5.76,9.7,12,26.5,2020/7/24,2020/7/18,2020/7/24,824
6037,CA,California,Los Angeles County,0,0,48177.14,5.63,10.8,11.7,25.5,2020/7/25,2020/7/19,2020/7/25,824
6037,CA,California,Los Angeles County,0,0,47012.14,5.73,11.4,11.4,25.7,2020/7/26,2020/7/20,2020/7/26,824
6037,CA,California,Los Angeles County,0,0,46275.71,5.67,11.3,11.2,25.5,2020/7/27,2020/7/21,2020/7/27,824
6037,CA,California,Los Angeles County,0,0,46965,5.57,12.3,11.1,25.3,2020/7/28,2020/7/22,2020/7/28,824
6037,CA,California,Los Angeles County,17028,276,40569.43,6.12,13.2,11,25,2020/7/29,2020/7/23,2020/7/29,824
6037,CA,California,Los Angeles County,0,0,41694.14,5.97,13.1,10.8,24.6,2020/7/30,2020/7/24,2020/7/30,824
6037,CA,California,Los Angeles County,0,0,41471.43,5.76,13.4,10.6,24.3,2020/7/31,2020/7/25,2020/7/31,824
6037,CA,California,Los Angeles County,0,0,42588.14,5.57,12.7,10.3,23.9,2020/8/1,2020/7/26,2020/8/1,824
6037,CA,California,Los Angeles County,0,0,43629.14,5.23,12.6,10.2,23.5,2020/8/2,2020/7/27,2020/8/2,824
6037,CA,California,Los Angeles County,0,0,43881.57,5.08,13.3,10.2,23.6,2020/8/3,2020/7/28,2020/8/3,824
6037,CA,California,Los Angeles County,0,0,41280.43,5.15,12.8,10,23.3,2020/8/4,2020/7/29,2020/8/4,824
6037,CA,California,Los Angeles County,17067,329,40057.14,5.09,12.5,9.9,23,2020/8/5,2020/7/30,2020/8/5,824
6037,CA,California,Los Angeles County,0,0,39467.43,4.97,12.1,9.7,22.5,2020/8/6,2020/7/31,2020/8/6,824
6037,CA,California,Los Angeles County,0,0,39602.86,4.9,11.1,9.5,22.1,2020/8/7,2020/8/1,2020/8/7,824
6037,CA,California,Los Angeles County,0,0,39066.43,4.9,11,9.3,21.8,2020/8/8,2020/8/2,2020/8/8,824
6037,CA,California,Los Angeles County,0,0,38793.43,4.93,10.6,9.1,21.7,2020/8/9,2020/8/3,2020/8/9,824
6037,CA,California,Los Angeles County,0,0,37532.57,4.82,9.9,9,21.6,2020/8/10,2020/8/4,2020/8/10,824
6037,CA,California,Los Angeles County,0,0,36750.71,4.73,9.7,8.7,21.4,2020/8/11,2020/8/5,2020/8/11,824
6037,CA,California,Los Angeles County,16537,301,36987.14,4.64,9.3,8.5,21,2020/8/12,2020/8/6,2020/8/12,824
6037,CA,California,Los Angeles County,0,0,35201.14,4.6,9,8.3,20.6,2020/8/13,2020/8/7,2020/8/13,824
6037,CA,California,Los Angeles County,0,0,34201.71,4.54,9.4,8.2,20.3,2020/8/14,2020/8/8,2020/8/14,824
6037,CA,California,Los Angeles County,0,0,33208.71,4.55,9.3,8,20.2,2020/8/15,2020/8/9,2020/8/15,824
6037,CA,California,Los Angeles County,0,0,31910.57,4.42,9.1,7.9,19.8,2020/8/16,2020/8/10,2020/8/16,824
6037,CA,California,Los Angeles County,0,0,31021.43,4.43,8.9,7.7,19.3,2020/8/17,2020/8/11,2020/8/17,824
6037,CA,California,Los Angeles County,0,0,31216.14,4.4,8.8,7.6,18.7,2020/8/18,2020/8/12,2020/8/18,824
6037,CA,California,Los Angeles County,11964,274,29934.71,4.25,8.7,7.5,18.8,2020/8/19,2020/8/13,2020/8/19,824
6037,CA,California,Los Angeles County,0,0,30165.57,4.35,8.6,7.4,18.7,2020/8/20,2020/8/14,2020/8/20,824
6037,CA,California,Los Angeles County,0,0,29118.43,4.34,8.4,7.3,18.5,2020/8/21,2020/8/15,2020/8/21,824
6037,CA,California,Los Angeles County,0,0,29192.86,4.18,8.5,7.2,18.2,2020/8/22,2020/8/16,2020/8/22,824
6037,CA,California,Los Angeles County,0,0,28951.29,4.2,8.8,7.1,17.9,2020/8/23,2020/8/17,2020/8/23,824
6037,CA,California,Los Angeles County,0,0,28464.71,4.15,9,7,17.6,2020/8/24,2020/8/18,2020/8/24,824
6037,CA,California,Los Angeles County,0,0,28004.14,4.06,8.9,6.9,17.1,2020/8/25,2020/8/19,2020/8/25,824
6037,CA,California,Los Angeles County,9968,273,28533.29,4.09,9.4,6.7,16.6,2020/8/26,2020/8/20,2020/8/26,824
6037,CA,California,Los Angeles County,0,0,27531.71,3.95,9.2,6.6,16.3,2020/8/27,2020/8/21,2020/8/27,824
6037,CA,California,Los Angeles County,0,0,27683.29,3.93,8.9,6.4,15.8,2020/8/28,2020/8/22,2020/8/28,824
6037,CA,California,Los Angeles County,0,0,27102.14,3.93,8.5,6.3,15.6,2020/8/29,2020/8/23,2020/8/29,824
6037,CA,California,Los Angeles County,0,0,27451.86,3.86,8.4,6.2,15.5,2020/8/30,2020/8/24,2020/8/30,824
6037,CA,California,Los Angeles County,0,0,27190.29,3.8,8.2,6,15.2,2020/8/31,2020/8/25,2020/8/31,824
6037,CA,California,Los Angeles County,0,0,27356.29,3.74,8.3,5.9,14.8,2020/9/1,2020/8/26,2020/9/1,824
6037,CA,California,Los Angeles County,8868,220,27133.43,3.66,8,5.8,14.4,2020/9/2,2020/8/27,2020/9/2,824
6037,CA,California,Los Angeles County,0,0,27775.71,3.56,8.2,5.7,14.2,2020/9/3,2020/8/28,2020/9/3,824
6037,CA,California,Los Angeles County,0,0,27517.71,3.47,8.6,5.6,13.9,2020/9/4,2020/8/29,2020/9/4,824
6037,CA,California,Los Angeles County,0,0,27510.29,3.36,8.6,5.5,13.6,2020/9/5,2020/8/30,2020/9/5,824
6037,CA,California,Los Angeles County,0,0,25869.86,3.32,8.4,5.4,13.5,2020/9/6,2020/8/31,2020/9/6,824
6037,CA,California,Los Angeles County,0,0,25002.14,3.34,8.4,5.3,13.3,2020/9/7,2020/9/1,2020/9/7,824
6037,CA,California,Los Angeles County,0,0,23104.29,3.28,8.2,5.3,13.3,2020/9/8,2020/9/2,2020/9/8,824
6037,CA,California,Los Angeles County,6725,202,23252.14,3.16,7.9,5.2,13.3,2020/9/9,2020/9/3,2020/9/9,824
6037,CA,California,Los Angeles County,0,0,23595.71,3.08,7.9,5.1,13.2,2020/9/10,2020/9/4,2020/9/10,824
6037,CA,California,Los Angeles County,0,0,23572.14,2.97,7.9,5,12.9,2020/9/11,2020/9/5,2020/9/11,824
6037,CA,California,Los Angeles County,0,0,23822.57,2.93,7.5,4.8,12.6,2020/9/12,2020/9/6,2020/9/12,824
